survey_id,customer_age,customer_gender,collected_at,hour,day_of_week,is_weekend,purchase_value,visit_duration_minutes,overall_score,nps_score,would_recommend,temperature_c,is_rainy
SRV_000020,47,male,2024-08-11 07:35:39.169785,7,6,1,41.623856611478104,73.12799578185344,3.3344842624951974,7,1,19.21575885458785,0
SRV_000021,55,female,2024-08-11 08:35:39.169785,8,6,1,75.9402243960035,100.20810428580396,3.6621426167906566,7,1,11.298811041153925,0
SRV_000022,19,female,2024-08-11 09:35:39.169785,9,6,1,48.809825095095746,76.70089913226627,4.715544949932841,10,1,24.364295487551058,0
SRV_000023,38,male,2024-08-11 10:35:39.169785,10,6,1,12.997960879337597,40.00523287887232,4.526830272200683,10,1,23.82200674248891,1
SRV_000024,50,male,2024-08-11 11:35:39.169785,11,6,1,61.505251848765354,91.8932924825924,4.5188414877724465,9,1,27.21741431378355,0
SRV_000025,29,female,2024-08-11 12:35:39.169785,12,6,1,18.771358021191595,28.401913192779737,2.494985045299492,6,0,18.494200099620635,0
SRV_000026,39,female,2024-08-11 13:35:39.169785,13,6,1,62.00394529407611,94.81819754484712,3.439200640100225,8,1,16.684819805263253,0
SRV_000027,61,female,2024-08-11 14:35:39.169785,14,6,1,16.07356514383089,37.03169860550399,2.803038463449991,7,1,23.568357774845023,0
SRV_000028,42,male,2024-08-11 15:35:39.169785,15,6,1,57.77936697610856,80.99557144365751,4.884152132865544,10,1,20.653606518327432,0
SRV_000029,44,male,2024-08-11 16:35:39.169785,16,6,1,39.54332597548857,70.75626564076174,3.5538703609758406,8,1,26.142418792077084,0
SRV_000030,59,female,2024-08-11 17:35:39.169785,17,6,1,49.86466203344295,72.67862961575528,3.8971596343768207,9,1,24.959464169533717,0
SRV_000031,45,female,2024-08-11 18:35:39.169785,18,6,1,58.457446174949254,69.78994536534927,3.7163192487951644,7,1,21.217047242979312,0
SRV_000032,33,male,2024-08-11 19:35:39.169785,19,6,1,29.016122154562282,47.31923609756911,2.7696480539515536,7,1,14.675712270938778,0
SRV_000033,32,male,2024-08-11 20:35:39.169785,20,6,1,22.485778734870337,49.58226345706814,2.9735421330443077,8,1,24.030392442752028,0
SRV_000034,64,female,2024-08-11 21:35:39.169785,21,6,1,38.66395800404057,52.677564450202134,4.560827230947212,10,1,23.364966034744736,0
SRV_000035,61,male,2024-08-11 22:35:39.169785,22,6,1,26.230819411212792,40.534512697951655,3.372999478953693,9,1,23.41692851920828,0
SRV_000036,20,male,2024-08-11 23:35:39.169785,23,6,1,27.057485814525897,50.506929766982765,2.4858133976457517,6,0,15.55481523265021,0
SRV_000037,54,male,2024-08-12 00:35:39.169785,0,0,0,21.602103903912344,43.421642709842736,3.6554497257630327,7,1,23.08099307323306,0
SRV_000038,24,male,2024-08-12 01:35:39.169785,1,0,0,40.12805879233507,53.70481200816613,3.562369987078673,9,1,10.551072038794608,0
SRV_000039,38,male,2024-08-12 02:35:39.169785,2,0,0,27.821768320679922,61.21489809265754,3.390992794627523,7,1,16.031532307455354,0
SRV_000040,26,female,2024-08-12 03:35:39.169785,3,0,0,51.201913369767176,73.3064924177054,3.6474222867039665,8,1,20.095341675057167,0
SRV_000041,56,male,2024-08-12 04:35:39.169785,4,0,0,22.854608393530743,21.401989439478882,2.7616676286476736,8,1,22.465212854480306,0
SRV_000042,35,male,2024-08-12 05:35:39.169785,5,0,0,20.110642876671402,44.2452410002721,2.967513777208472,8,1,23.583731917236598,0
SRV_000043,21,male,2024-08-12 06:35:39.169785,6,0,0,49.87929133859806,76.41626856596437,4.8454062848641035,9,1,14.229708635926647,1
SRV_000044,42,male,2024-08-12 07:35:39.169785,7,0,0,16.85070492117856,43.85397955954392,3.6976176926505566,7,1,26.383142810459,0
SRV_000045,31,male,2024-08-12 08:35:39.169785,8,0,0,11.289284479076139,27.02676347353524,3.516931066878202,6,0,16.270775066190847,0
SRV_000046,26,male,2024-08-12 09:35:39.169785,9,0,0,18.188177046745476,28.835081696980062,3.1764129026164136,8,1,17.9994277884877,1
SRV_000047,43,female,2024-08-12 10:35:39.169785,10,0,0,44.81936470677297,65.19847475682721,3.7202530574965746,8,1,18.436346183838015,0
SRV_000048,19,male,2024-08-12 11:35:39.169785,11,0,0,23.695979887216392,45.64489012147481,4.201327742766897,8,1,12.304807802387767,0
SRV_000049,37,male,2024-08-12 12:35:39.169785,12,0,0,59.03748053795728,86.66855129045359,3.943123666896631,9,1,15.912556969907348,0
SRV_000050,45,male,2024-08-12 13:35:39.169785,13,0,0,40.07988902512556,63.459971350673094,3.739878837813117,7,1,21.147550188942976,0
SRV_000051,64,male,2024-08-12 14:35:39.169785,14,0,0,68.0613513661981,99.10159242103911,4.296068514263837,10,1,27.086972136477804,0
SRV_000052,24,female,2024-08-12 15:35:39.169785,15,0,0,38.79612074906438,70.30695989584626,2.966609740585736,8,1,22.061458398620218,0
SRV_000053,61,male,2024-08-12 16:35:39.169785,16,0,0,13.407629220907744,33.57506066338403,3.1371178896911984,7,1,24.845229672611673,0
SRV_000054,25,female,2024-08-12 17:35:39.169785,17,0,0,30.33682418098659,40.657046912892724,2.8395105951636332,6,0,14.360708066717905,0
SRV_000055,64,male,2024-08-12 18:35:39.169785,18,0,0,23.73358452882345,54.02482897216102,1.9687790261772653,6,0,21.46078546687447,1
SRV_000056,52,female,2024-08-12 19:35:39.169785,19,0,0,37.56162150039659,63.361894468241026,2.8184450684630598,9,1,20.631884084761843,0
SRV_000057,31,male,2024-08-12 20:35:39.169785,20,0,0,11.075851135130527,21.178380714090288,3.1444908972351975,6,0,18.703310594450045,0
SRV_000058,34,female,2024-08-12 21:35:39.169785,21,0,0,99.7588242020112,117.47780606546871,5.0,10,1,19.144244720975163,1
SRV_000059,53,male,2024-08-12 22:35:39.169785,22,0,0,18.87671084322432,28.736977855610263,3.4571830806635933,8,1,11.914719928028962,1
SRV_000060,57,male,2024-08-12 23:35:39.169785,23,0,0,50.3827059189597,51.02030446246364,3.990285350329657,8,1,21.9833640857112,0
SRV_000061,21,female,2024-08-13 00:35:39.169785,0,1,0,25.95002201575019,36.18862850736689,3.898533272951547,7,1,20.412098548326163,0
SRV_000062,19,female,2024-08-13 01:35:39.169785,1,1,0,10.562655843628033,15.0,4.0885619662951616,10,1,19.742718693377242,0
SRV_000063,23,male,2024-08-13 02:35:39.169785,2,1,0,25.678951238907995,50.39452617489288,3.7577979670271957,9,1,24.605763639636535,0
SRV_000064,59,male,2024-08-13 03:35:39.169785,3,1,0,68.77000786079483,89.27282509961307,3.6593516266605586,9,1,26.052602108426765,0
SRV_000065,21,male,2024-08-13 04:35:39.169785,4,1,0,20.119847282286813,31.72809711655978,3.277274246371157,8,1,18.123269412437303,0
SRV_000066,46,female,2024-08-13 05:35:39.169785,5,1,0,38.93977971735294,66.21386202547312,4.287596866884719,7,1,33.045073133715704,0
SRV_000067,35,male,2024-08-13 06:35:39.169785,6,1,0,59.009423682319735,64.70626657715545,4.238693495191802,9,1,23.674919939741436,0
SRV_000068,43,male,2024-08-13 07:35:39.169785,7,1,0,40.733050280939,73.15762170654355,3.230911882223411,6,0,11.607540555922302,0
SRV_000069,61,female,2024-08-13 08:35:39.169785,8,1,0,45.75084787791416,61.185720704816774,3.8384152793474025,9,1,21.40113356360844,1
SRV_000070,51,female,2024-08-13 09:35:39.169785,9,1,0,14.842285250785398,39.164317143580334,3.9029598423303558,9,1,26.854298171804697,1
SRV_000071,27,female,2024-08-13 10:35:39.169785,10,1,0,34.660974112892255,44.22068195580396,4.028983777628164,9,1,21.225948065754174,0
SRV_000072,53,female,2024-08-13 11:35:39.169785,11,1,0,35.002439844292525,56.224661423154856,3.891781737849238,10,1,13.725721191759213,0
SRV_000073,31,female,2024-08-13 12:35:39.169785,12,1,0,67.63461245894008,86.5603509133686,3.5005479202478824,6,0,17.892016895455825,0
SRV_000074,48,male,2024-08-13 13:35:39.169785,13,1,0,100.0,117.06180704087416,4.006983891956042,6,0,18.165950831442483,0
SRV_000075,32,male,2024-08-13 14:35:39.169785,14,1,0,34.21613513901638,49.585059463185786,3.5689570460095146,9,1,15.222781309180744,0
SRV_000076,25,female,2024-08-13 15:35:39.169785,15,1,0,92.40978075882737,116.42468875793016,5.0,8,1,20.56751253572244,0
SRV_000077,31,male,2024-08-13 16:35:39.169785,16,1,0,22.411461583028625,33.51700721569743,3.6289941489113913,8,1,27.49308040314603,0
SRV_000078,40,female,2024-08-13 17:35:39.169785,17,1,0,63.712287911445856,64.04297746625251,3.9635482216756466,8,1,13.810360343700157,0
SRV_000079,57,male,2024-08-13 18:35:39.169785,18,1,0,100.0,119.33227796489773,4.178898099004397,9,1,17.446836475255488,0
SRV_000080,38,male,2024-08-13 19:35:39.169785,19,1,0,34.843675581824,65.46462493023074,3.9166437390586837,8,1,33.077054506552614,0
SRV_000081,33,female,2024-08-13 20:35:39.169785,20,1,0,42.0132445280646,45.17340017470197,4.220691950269719,9,1,15.980082097984287,0
SRV_000082,62,female,2024-08-13 21:35:39.169785,21,1,0,43.800919529818565,64.6214069014711,3.48949936072085,6,0,14.82394666420559,0
SRV_000083,35,male,2024-08-13 22:35:39.169785,22,1,0,18.295302417888934,38.27331761569097,3.166880995037271,9,1,20.684804724515615,0
SRV_000084,64,female,2024-08-13 23:35:39.169785,23,1,0,48.36396718960034,73.79596628489963,3.4689738380596165,8,1,12.44593061589744,0
SRV_000085,41,female,2024-08-14 00:35:39.169785,0,2,0,63.70238217386817,84.64075809409536,3.4062090592417635,8,1,16.78608823079453,0
SRV_000086,43,male,2024-08-14 01:35:39.169785,1,2,0,39.791060552550704,52.841917521384524,2.794594705808036,6,0,24.45825563991381,0
SRV_000087,42,male,2024-08-14 02:35:39.169785,2,2,0,62.70709485762142,66.54193848374771,4.327647743245603,9,1,8.18034966753138,0
SRV_000088,62,female,2024-08-14 03:35:39.169785,3,2,0,38.03633634663508,58.908014340672004,2.913573663547405,7,1,16.865906122093044,0
SRV_000089,58,female,2024-08-14 04:35:39.169785,4,2,0,39.07341138284713,52.30309287638519,4.041399960738348,8,1,6.974425603902505,1
SRV_000090,46,male,2024-08-14 05:35:39.169785,5,2,0,11.29702065236755,22.69685562503915,2.0386397029026337,6,0,26.358578740995874,0
SRV_000091,32,female,2024-08-14 06:35:39.169785,6,2,0,10.457159326290531,31.378503252057445,3.493277054911193,7,1,16.25228037458344,0
SRV_000092,62,female,2024-08-14 07:35:39.169785,7,2,0,77.09615194821532,86.23943364639918,3.944701858782098,6,0,19.62553565546432,0
SRV_000093,18,male,2024-08-14 08:35:39.169785,8,2,0,39.979927034793,61.163096516017504,3.765122811359675,8,1,17.46743135352108,0
SRV_000094,42,female,2024-08-14 09:35:39.169785,9,2,0,15.588898953248261,40.928523047120066,3.1048372726422997,6,0,13.908080540491447,1
SRV_000095,24,male,2024-08-14 10:35:39.169785,10,2,0,13.238016282838977,18.20009534635239,2.9711193095350783,7,1,22.34718408212543,0
SRV_000096,26,male,2024-08-14 11:35:39.169785,11,2,0,12.166795118883897,41.81326860720333,2.620470227524848,9,1,18.334810080608175,0
SRV_000097,41,female,2024-08-14 12:35:39.169785,12,2,0,31.87549793229157,51.56192528810952,3.458060085554201,8,1,21.465667669311433,0
SRV_000098,18,female,2024-08-14 13:35:39.169785,13,2,0,42.46867400235346,72.66178532247102,4.399963239487578,8,1,23.084002100013027,0
SRV_000099,61,female,2024-08-14 14:35:39.169785,14,2,0,27.72845367988851,44.554857946351476,3.7816882958259885,7,1,21.928132256212226,0
SRV_000100,25,male,2024-08-14 15:35:39.169785,15,2,0,27.55491234874381,65.99377761603131,2.8251423890214555,8,1,20.64282451919619,0
SRV_000101,41,male,2024-08-14 16:35:39.169785,16,2,0,31.759630319288554,66.4322242947355,3.3219643217202166,6,0,18.80600008274876,0
SRV_000102,28,male,2024-08-14 17:35:39.169785,17,2,0,19.30025417113555,39.21555274651203,3.087542617924714,5,0,12.77588548934964,1
SRV_000103,34,male,2024-08-14 18:35:39.169785,18,2,0,39.579265184986994,57.98356308833329,3.8608444032600384,8,1,22.041667417604906,1
SRV_000104,25,male,2024-08-14 19:35:39.169785,19,2,0,29.334394227703385,25.18498438718294,2.6704843474971796,9,1,18.782094209638736,1
SRV_000105,52,female,2024-08-14 20:35:39.169785,20,2,0,44.78710026189778,62.72734696171664,4.190687022709139,9,1,26.99106403166265,0
SRV_000106,52,male,2024-08-14 21:35:39.169785,21,2,0,51.26056677036962,73.99027275077893,5.0,9,1,25.45609784869752,0
SRV_000107,50,female,2024-08-14 22:35:39.169785,22,2,0,11.569368697828494,31.40712524461285,3.252843649943638,6,0,26.496456437106698,1
SRV_000108,22,male,2024-08-14 23:35:39.169785,23,2,0,34.01226975171187,55.84603767102125,3.396204911078844,6,0,22.30916963858433,0
SRV_000109,59,female,2024-08-15 00:35:39.169785,0,3,0,36.894764954006,61.75153343780169,4.081556298965939,9,1,25.53785175670663,0
SRV_000110,56,male,2024-08-15 01:35:39.169785,1,3,0,45.58792012681676,62.59713090668493,3.149353939159555,9,1,20.141826205221083,0
SRV_000111,58,male,2024-08-15 02:35:39.169785,2,3,0,68.9353686849049,91.07288095615573,4.648167645623902,9,1,30.421073287923697,0
SRV_000112,45,male,2024-08-15 03:35:39.169785,3,3,0,32.939028584933354,46.57848324618722,3.028536979858414,7,1,10.731314838217218,0
SRV_000113,24,male,2024-08-15 04:35:39.169785,4,3,0,10.0,17.849201076010768,4.499964345317095,9,1,25.232640745473404,0
SRV_000114,26,female,2024-08-15 05:35:39.169785,5,3,0,16.69567143989507,53.33501941711373,2.2999508712088006,7,1,15.584374453935233,0
SRV_000115,25,male,2024-08-15 06:35:39.169785,6,3,0,96.88073091289037,104.91752468224168,4.10755192883267,10,1,19.08774930267248,0
SRV_000116,29,female,2024-08-15 07:35:39.169785,7,3,0,20.747008833623955,38.046260143588626,3.515370707227309,8,1,17.7942338359651,0
SRV_000117,51,female,2024-08-15 08:35:39.169785,8,3,0,24.894563538391395,52.380598742445166,3.7336381402281384,9,1,14.185702328695283,0
SRV_000118,50,female,2024-08-15 09:35:39.169785,9,3,0,20.552397290399963,37.95708561791632,3.061278066307232,6,0,15.710704815117763,0
SRV_000119,40,male,2024-08-15 10:35:39.169785,10,3,0,20.576290527230192,46.26157608042002,3.9407627799056613,8,1,11.94975909557272,1
SRV_000120,41,female,2024-08-15 11:35:39.169785,11,3,0,28.995521708373534,59.746827842927544,2.903200474076627,6,0,13.311666805357532,0
SRV_000121,54,male,2024-08-15 12:35:39.169785,12,3,0,10.0,30.723668236672008,2.6013552120255,8,1,6.361597811203076,0
SRV_000122,52,male,2024-08-15 13:35:39.169785,13,3,0,30.551537401783413,55.16121091815543,2.8012702801902365,8,1,17.623340057685787,0
SRV_000123,61,female,2024-08-15 14:35:39.169785,14,3,0,23.647324408438763,49.19878848397196,3.460488268959006,8,1,14.67117322031811,1
SRV_000124,57,female,2024-08-15 15:35:39.169785,15,3,0,25.319107377217357,36.90617265104548,3.3093964798407396,7,1,15.541573410563824,0
SRV_000125,39,male,2024-08-15 16:35:39.169785,16,3,0,36.67883672129594,42.76805981909312,2.943650118164471,7,1,28.055807215083274,0
SRV_000126,44,male,2024-08-15 17:35:39.169785,17,3,0,22.00857620593075,62.159083697451706,3.4148833521222404,7,1,15.696441257898927,0
SRV_000127,52,male,2024-08-15 18:35:39.169785,18,3,0,42.606936112478664,66.96734128374878,3.059207158710202,9,1,10.559063871251851,1
SRV_000128,18,male,2024-08-15 19:35:39.169785,19,3,0,17.095381757729697,28.431015386093613,3.3964434525194678,8,1,31.32376277613053,0
SRV_000129,52,male,2024-08-15 20:35:39.169785,20,3,0,49.85353106027971,90.75677586464037,4.212394053134295,8,1,26.840903081027427,0
SRV_000130,54,female,2024-08-15 21:35:39.169785,21,3,0,12.289519470647729,17.420455989118803,2.643826229539612,5,0,25.31493762168644,0
SRV_000131,64,female,2024-08-15 22:35:39.169785,22,3,0,33.115551477725056,44.35873440791327,3.297843129025708,6,0,18.18372242473821,1
SRV_000132,31,female,2024-08-15 23:35:39.169785,23,3,0,18.184784329271277,33.48940865676892,4.040162057852932,9,1,13.018357526240033,0
SRV_000133,20,male,2024-08-16 00:35:39.169785,0,4,0,20.85624807592027,50.640262957393475,3.079590771975141,9,1,7.069641242765233,1
SRV_000134,18,female,2024-08-16 01:35:39.169785,1,4,0,27.210006948725578,43.31722653935766,3.139028828792846,7,1,9.129426505499769,0
SRV_000135,22,female,2024-08-16 02:35:39.169785,2,4,0,23.07695293509059,42.037733767276734,4.514666567142579,8,1,21.575630576265546,0
SRV_000136,43,female,2024-08-16 03:35:39.169785,3,4,0,15.923243592140023,23.6248007665069,3.7591952637833983,9,1,13.60485484561546,1
SRV_000137,31,male,2024-08-16 04:35:39.169785,4,4,0,12.765081611811253,31.080158637554547,2.9935968036711498,6,0,20.598767224590503,0
SRV_000138,56,male,2024-08-16 05:35:39.169785,5,4,0,17.536758268887528,34.788710771562975,3.577659530238133,7,1,20.516115472423355,0
SRV_000139,44,male,2024-08-16 06:35:39.169785,6,4,0,32.46624477087232,36.498887514327095,2.287891590001325,6,0,14.181753956892338,1
SRV_000140,26,female,2024-08-16 07:35:39.169785,7,4,0,39.807584349648,56.620501781881,3.2587250705225967,6,0,17.447858622655502,0
SRV_000141,32,female,2024-08-16 08:35:39.169785,8,4,0,14.681775866617446,25.693960445807296,3.0657926088631515,8,1,14.719640566460198,0
SRV_000142,32,female,2024-08-16 09:35:39.169785,9,4,0,66.22150639801652,100.60263453368297,3.735256110029876,8,1,20.097205713107876,0
SRV_000143,43,male,2024-08-16 10:35:39.169785,10,4,0,17.950421682117838,40.64060710457915,2.8794044161369716,5,0,19.333811872243075,0
SRV_000144,59,male,2024-08-16 11:35:39.169785,11,4,0,46.698728476028506,81.43036935872284,3.9862017149010796,8,1,25.874497971226408,0
SRV_000145,30,male,2024-08-16 12:35:39.169785,12,4,0,12.487597662927207,15.0,3.0315437446988733,7,1,17.637357064667526,0
SRV_000146,49,male,2024-08-16 13:35:39.169785,13,4,0,39.79317571575865,49.4481737221379,3.5236896850760235,7,1,23.399760214542784,0
SRV_000147,56,male,2024-08-16 14:35:39.169785,14,4,0,65.35704618438513,78.13097870216582,3.7897765760385873,9,1,20.617500332301695,0
SRV_000148,49,female,2024-08-16 15:35:39.169785,15,4,0,21.255308615115666,33.137385897954545,3.0723444090137426,7,1,26.173795879085926,0
SRV_000149,21,male,2024-08-16 16:35:39.169785,16,4,0,23.71856329689232,46.84291280407811,3.672165410820474,8,1,18.501074858567854,0
SRV_000150,47,female,2024-08-16 17:35:39.169785,17,4,0,40.69695098174499,57.822419162645446,3.940218579563806,7,1,13.33531770442955,0
SRV_000151,54,male,2024-08-16 18:35:39.169785,18,4,0,43.304584212220014,53.21369937306917,4.029174247417901,9,1,14.793609334955573,0
SRV_000152,40,male,2024-08-16 19:35:39.169785,19,4,0,61.33419444167258,109.7855994286318,3.91969039162908,8,1,16.091455885861603,1
SRV_000153,56,male,2024-08-16 20:35:39.169785,20,4,0,15.774693238359232,37.69216874365291,3.234995830652427,5,0,27.582294542092622,0
SRV_000154,62,female,2024-08-16 21:35:39.169785,21,4,0,33.88159934084229,33.677035923685814,3.3433511995375533,9,1,25.256915232673254,1
SRV_000155,32,male,2024-08-16 22:35:39.169785,22,4,0,14.771034470387729,42.03412565244206,3.639439710837773,9,1,21.553010962754218,0
SRV_000156,60,female,2024-08-16 23:35:39.169785,23,4,0,23.980418693703623,68.00506255713272,2.9663853308824963,7,1,17.28695497014834,0
SRV_000157,46,male,2024-08-17 00:35:39.169785,0,5,1,20.25779260092505,47.5328347353682,3.3578420014743418,8,1,34.23366725489057,0
SRV_000158,53,female,2024-08-17 01:35:39.169785,1,5,1,33.028144025502066,42.687775131860505,3.448400682809764,7,1,11.962026404582856,0
SRV_000159,30,female,2024-08-17 02:35:39.169785,2,5,1,18.078300337642023,33.60824393960809,2.7549160873550966,6,0,17.776752147172516,1
SRV_000160,49,male,2024-08-17 03:35:39.169785,3,5,1,26.564429191172028,54.69247933026369,3.264452843570856,8,1,27.946577015874247,0
SRV_000161,24,female,2024-08-17 04:35:39.169785,4,5,1,23.54676860193874,34.14730896505492,3.212330594962156,7,1,21.78201611470144,0
SRV_000162,39,male,2024-08-17 05:35:39.169785,5,5,1,36.88552099633694,55.344972241328016,4.03064909530822,9,1,32.78569117484757,0
SRV_000163,45,female,2024-08-17 06:35:39.169785,6,5,1,41.37955014332605,52.34748081833339,3.749753640584809,7,1,19.06204747168155,0
SRV_000164,19,male,2024-08-17 07:35:39.169785,7,5,1,28.848420725401432,54.74449071864331,3.797295045765133,7,1,15.05361044965807,1
SRV_000165,59,male,2024-08-17 08:35:39.169785,8,5,1,32.54665342245785,60.63617359600658,2.7202090236134593,7,1,19.13248928277412,0
SRV_000166,62,female,2024-08-17 09:35:39.169785,9,5,1,61.42860843909179,94.67588790866974,3.4659777683509776,6,0,21.86384248931704,0
SRV_000167,23,female,2024-08-17 10:35:39.169785,10,5,1,14.490401342983729,44.613993987166516,3.8290851924857936,9,1,12.266077143187317,0
SRV_000168,45,male,2024-08-17 11:35:39.169785,11,5,1,50.58870915776163,84.78248925226347,3.3317433073417124,8,1,18.552876633423125,0
SRV_000169,45,female,2024-08-17 12:35:39.169785,12,5,1,12.564802551375454,48.820257246711044,3.2612267999706015,5,0,19.380042789804097,0
SRV_000170,61,male,2024-08-17 13:35:39.169785,13,5,1,29.579016292950755,35.604299920810384,3.140306920902724,7,1,19.468913936339643,0
SRV_000171,61,male,2024-08-17 14:35:39.169785,14,5,1,45.030289296775535,57.24037608416415,4.070254993544578,9,1,15.47129752190019,1
SRV_000172,37,female,2024-08-17 15:35:39.169785,15,5,1,23.373096085605823,34.229509090755215,3.1819428585069947,6,0,8.948195065343121,1
SRV_000173,47,male,2024-08-17 16:35:39.169785,16,5,1,52.207355015658244,73.85030410950675,3.720456879636378,8,1,14.937152020345724,1
SRV_000174,28,male,2024-08-17 17:35:39.169785,17,5,1,32.681245449323505,46.348897314461354,3.089519382218724,6,0,15.801732798816252,0
SRV_000175,45,female,2024-08-17 18:35:39.169785,18,5,1,41.7438900749247,57.92272778598819,3.4141594646900773,7,1,25.691010265008693,0
SRV_000176,42,male,2024-08-17 19:35:39.169785,19,5,1,50.954617402713986,81.66817370390021,4.189347176277476,9,1,21.985698281024952,0
SRV_000177,56,female,2024-08-17 20:35:39.169785,20,5,1,44.960193955320804,70.4794067214365,3.642538043066886,6,0,29.26335014967323,0
SRV_000178,50,male,2024-08-17 21:35:39.169785,21,5,1,83.71660513929993,98.75297566814251,3.7276797097998022,8,1,20.246082953798545,1
SRV_000179,18,male,2024-08-17 22:35:39.169785,22,5,1,20.16972648480045,48.06000888574078,3.6729192012870735,8,1,22.22340533998974,0
SRV_000180,44,male,2024-08-17 23:35:39.169785,23,5,1,23.795158948994537,46.68489856324232,2.983540458431941,6,0,21.26174033593553,0
SRV_000181,30,female,2024-08-18 00:35:39.169785,0,6,1,49.186768486559885,72.11215378774796,3.8575350654607847,7,1,15.43971420039836,0
SRV_000182,58,female,2024-08-18 01:35:39.169785,1,6,1,19.579239211396263,46.26721515100878,3.122853413594247,8,1,24.64954767824617,0
SRV_000183,20,male,2024-08-18 02:35:39.169785,2,6,1,21.57798927471021,17.045518046478403,3.8680219417877346,6,0,23.09430739355986,1
SRV_000184,56,male,2024-08-18 03:35:39.169785,3,6,1,14.860960802780635,25.92263806500877,3.9499458763576354,9,1,26.581892433746866,0
SRV_000185,23,female,2024-08-18 04:35:39.169785,4,6,1,78.6674564410347,88.47638725355826,4.214168748001457,7,1,20.718750564875066,1
SRV_000186,25,male,2024-08-18 05:35:39.169785,5,6,1,28.82594781361452,49.151630316325424,2.0082336737365427,6,0,21.861070571250607,1
SRV_000187,44,female,2024-08-18 06:35:39.169785,6,6,1,13.592435730256753,41.272930173317384,3.061889498036615,7,1,24.609196836977134,0
SRV_000188,26,male,2024-08-18 07:35:39.169785,7,6,1,70.4576344009576,85.2922760270221,3.8102862681009055,8,1,21.690163893082573,0
SRV_000189,54,female,2024-08-18 08:35:39.169785,8,6,1,100.0,110.6505014994059,4.440949497471666,9,1,16.59395206974583,0
SRV_000190,50,male,2024-08-18 09:35:39.169785,9,6,1,32.811649179831754,31.124138584938034,3.912858413962165,7,1,24.817848183973794,0
SRV_000191,59,female,2024-08-18 10:35:39.169785,10,6,1,25.54590353592463,49.245859053777735,3.1119768065247984,7,1,30.741234726767274,0
SRV_000192,61,female,2024-08-18 11:35:39.169785,11,6,1,39.331747210892175,47.54960214414349,3.53177340040786,8,1,19.962140600952686,0
SRV_000193,41,male,2024-08-18 12:35:39.169785,12,6,1,39.22340408218515,62.26428970259853,3.7465985108619084,7,1,23.347872314540613,0
